county,city,zipcode,address,state,rent,latitude,longitude,cemetery_dist_miles,nationalhighway_miles,railline_miles,starbucks_miles,walmart_miles,hospital_miles,physician_dist_miles,dentist_dist_miles,opt_dist_miles,vet_dist_miles,farmers_miles,time,bed,bath,halfbath,sqft,property_type,garage,yearbuilt,pool,fireplace,patio,lotsize,Census_MedianIncome,CollegeGrads,WhiteCollar,Schools,Unemployment,EmploymentDiversity,Census_Vacancy,Crime_Rate,HomePrice
COLUMBIA,MIFFLINVILLE,18631,7881 E Las Palmas Dr,PA,1595,34.604755,-112.327014,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,3,2,1,1800,NA,1,1960,0,1,1,1250.434742,51387.88,11,57.79,83.5,5.76,3.16,0.24,3.2,158051
COLUMBIA,BLOOMSBURG,17815,580582 W MAIN ST,PA,820,40.998478,-76.46606,2.584933397,0.021162669,1.522586958,0.914274458,1.276223976,0.985170922,0.395894525,0.545384616,0.825506013,63.35080747,0.511489473,2015.75,3,1,1,1500,Condo,0,1960,0,0,0,8799,45393.99,15,61.47,65.6,5.76,3.44,2.88,3.2,163664
CRAWFORD,MEADVILLE,16335,"15455,Baldwin St Exd,",PA,1600,41.684323,-80.166206,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,6,4,1,3600,Duplex,0,1960,0,0,1,5312.304459,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,CAMBRIDGE SPRINGS,16403,25382 PLANK RD,PA,975,41.828118,-80.099446,2.578466648,0.243431552,12.12942285,16.52520398,5.116772948,13.08243363,2.519233274,3.608737085,2.752348888,9.667645607,5.159602036,2015.25,3,1,1,1248,SFR,0,1960,0,0,0,2872.730796,47975.19,14,55.52,50.7,5.73,3.46,2.86,0.8,105184
CRAWFORD,MEADVILLE,16335,"796,Park Ave,Meadville",PA,970,41.641313,-80.151594,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,1640,Duplex,0,1960,0,0,0,2247.513425,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,MEADVILLE,16335,NA,PA,650,41.641444,-80.151448,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,1000,NA,0,1960,0,0,0,5312.304459,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,MEADVILLE,16335,NA,PA,1100,41.641444,-80.151448,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,4,2,1,2688,NA,0,1960,0,0,0,1140.102265,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,MEADVILLE,16335,900 MARKET ST,PA,800,41.639244,-80.15359,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,2,1,1,933,Condo,1,1960,0,0,0,3021.88396,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,MEADVILLE,16335,8 Miles South On Virginia Avenue,PA,800,40.130577,-75.476929,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,600,NA,0,1960,0,0,1,4025.092225,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,158051
CRAWFORD,MEADVILLE,16335,956 GROVE ST,PA,1100,41.635519,-80.144533,0.680795063,0.290691644,0.701086331,29.90672701,3.690584206,0.449813251,0.1101711,0.372677687,0.325569391,4.156558754,0.507893197,2015.75,4,2,1,2688,SFR,1,1917,0,1,0,6161,42078.95,17,63.87,47,5.73,3.4,3.5,2.3,117879
CRAWFORD,LINESVILLE,16424,2603 SW Cir,PA,1250,41.65608,-80.412619,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,2,1,1230,NA,1,1960,0,0,1,2247.513425,41834.1,9,54.04,59.8,5.73,3.46,8.82,0,158051
CRAWFORD,CONNEAUT LAKE,16316,NA,PA,2200,41.603387,-80.305342,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,4,2,1,1430,NA,0,1960,0,0,0,3851.420733,45857.2,20,65.07,50.8,5.73,3.31,6.63,1.225,158051
CUMBERLAND,CARLISLE,17013,28 E Willow St,PA,925,40.194664,-77.189476,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1224,SFR,0,1960,0,0,0,1736.714919,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,CAMP HILL,17011,2917 HARVARD AVE,PA,1475,40.235755,-76.929551,1.116889721,0.246624289,0.364506226,0.340336661,0.860493554,1.306867457,0.130788337,0.432945402,0.291298186,62.66944019,0.583278804,2015.5,3,2,1,1550,SFR,0,1960,0,0,1,3485,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,169848
CUMBERLAND,MECHANICSBURG,17050,5965 EBERLY DR,PA,2500,40.254324,-76.985192,1.536115127,0.215280021,1.324665731,1.337421131,2.132223057,3.332403267,0.448880929,1.341727493,1.324199855,65.56665529,3.499478339,2015.5,3,2,1,3000,SFR,0,1960,0,0,1,2872.730796,82165.24,35,80.32,67.1,3,3.52,0.42,0.840546825,189813
CUMBERLAND,CARLISLE,17013,142 S Hanover St Cumberland County,PA,850,40.19894,-77.18987,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,2,1,1,975,Condo,0,1960,0,0,0,3741.088255,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,CAMP HILL,17011,3020 COLUMBIA AVE,PA,2320,40.234343,-76.930607,1.130011253,0.166019018,0.285809498,0.370854154,0.791726095,1.416951006,0.114120317,0.534735901,0.393713166,62.72893161,0.689853487,2015.25,3,2,1,2296,SFR,0,1960,0,0,0,7405,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,196668
CUMBERLAND,CAMP HILL,17011,"1749,Hummel Ave,Lower Allen",PA,785,40.236279,-76.909661,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1000,Condo,0,1960,0,0,0,4186.504552,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CAMP HILL,17011,110 S 18TH ST,PA,995,40.237974,-76.912827,0.652421346,0.146877727,0.16519137,1.156553777,1.133075783,1.193806379,0.363685822,0.252592716,0.397526383,61.78221463,0.48997212,2015.25,2,1,1,1006,SFR,0,1960,0,0,0,4792,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,140473
CUMBERLAND,ENOLA,17025,"598,Halyard Way,",PA,2500,40.314673,-76.934911,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,4,3,1,3841,SFR,1,1960,0,0,1,2043.194023,65498.5,18,67.53,60.1,3.86,3.55,1,0.840546825,158051
CUMBERLAND,CARLISLE,17015,397 Rich Valley Rd,PA,950,40.272327,-77.07826,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1462,SFR,0,1960,0,0,0,3828.945598,70680.25,20,66.21,58.9,3.86,3.62,0.39,0.581093651,158051
CUMBERLAND,CAMP HILL,17011,"2,N Locust St,Shiremanstown",PA,1275,40.223952,-76.953898,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1350,Condo,1,1960,0,0,0,2041.150829,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CAMP HILL,17011,2917 HARVARD AVE,PA,1400,40.235755,-76.929551,1.116889721,0.246624289,0.364506226,0.340336661,0.860493554,1.306867457,0.130788337,0.432945402,0.291298186,62.66944019,0.583278804,2015.5,3,2,1,1550,SFR,0,1960,0,0,1,3485,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,169848
CUMBERLAND,ENOLA,17025,4096 REGIMENT BLVD,PA,1425,40.285552,-76.965654,3.037422252,1.110638085,1.921532019,3.39292899,4.050946012,3.180956526,0.477376387,1.210627693,0.498257471,64.53393669,3.861188775,2015.5,2,2,1,1638,SFR,0,1960,0,0,1,10890,82165.24,35,80.32,67.1,3,3.52,0.42,0.840546825,209558
CUMBERLAND,MOUNT HOLLY SPRINGS,17065,4 ORANGE ST,PA,950,40.121409,-77.187507,0.467154371,0.170538711,0.331049015,4.908424339,4.758433935,4.721795195,0.243507175,4.076537517,0.135918326,76.94366703,5.163747746,2015.75,3,1,1,1280,Condo,1,1960,0,0,1,4356,59790.66,13,61.33,52.1,3.86,3.51,1.2,0.5,126023
CUMBERLAND,MECHANICSBURG,17050,14 LISMORE PL,PA,1700,40.238862,-77.072263,3.447701569,0.238940967,1.086552829,3.377084636,2.53121818,7.991101089,2.207499969,0.411334138,2.540126571,70.18425252,4.087217937,2016.25,3,2,1,1840,SFR,1,2006,0,0,0,3485,77100.06,28,75.25,68.1,3,3.52,0.68,0.840546825,193380
CUMBERLAND,CAMP HILL,17011,2640 Waterford Cumberland County,PA,2495,40.269146,-76.91508,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,3,2,1,2946,SFR,0,1960,0,0,0,2778.743871,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CAMP HILL,17011,2300 LINCOLN ST,PA,1250,40.245958,-76.922841,0.635130552,0.193421521,0.940900266,0.803622634,1.517505854,0.541575836,0.27933615,0.334767229,0.450965199,62.29250586,0.34132773,2015.25,3,1,1,1878,SFR,0,1960,0,0,0,13504,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,192831
CUMBERLAND,CARLISLE,17013,1100D Newville Rd Cumberland County,PA,625,40.2032,-77.21987,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,1,1,1,576,Condo,0,1960,0,0,0,2124.921784,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,SUMMERDALE,17093,120 Valley St Cumberland County,PA,1500,40.30787,-76.9262,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,3,1,1,1344,SFR,0,1960,0,0,0,4290.707448,58061.5,11,60.29,42.4,3.86,3.2,0,8.3,158051
CUMBERLAND,CAMP HILL,17011,"167,Juniper Dr,",PA,1650,40.220338,-76.901593,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,4,2,1,2080,SFR,1,1960,0,1,0,2035.021247,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,MECHANICSBURG,17050,17 KERRY CT,PA,1795,40.218242,-77.02981,1.902064265,0.59380995,0.125306351,2.425351944,2.069150715,6.193669572,1.317149357,1.245905743,1.15288881,68.00896372,3.719353259,2015.75,4,3,1,2352,SFR,1,2011,0,1,0,2247.513425,77100.06,28,75.25,68.1,3,3.52,0.68,0.840546825,216045
CUMBERLAND,CAMP HILL,17011,121 November Dr,PA,935,40.23242,-76.937294,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,785,Condo,0,1960,0,0,0,3481.602615,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CAMP HILL,17011,"99,Marshall Dr,",PA,920,40.273082,-76.928229,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,914,Condo,0,1960,0,0,0,2022.762082,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,MECHANICSBURG,17050,119 Summer Ln Cumberland County,PA,1750,40.236824,-77.0195,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,3,2,1,1672,SFR,1,1960,0,0,0,2337.413962,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,CARLISLE,17013,451 Fletcher Rd,PA,1932,40.20749,-77.1733,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,4,2,1,2139,Condo,0,1960,0,0,0,2533.560588,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,ENOLA,17025,69 CROOKED DR,PA,1325,40.30804,-76.945891,2.125357636,0.056835977,1.141391702,4.463456864,5.868357581,3.955506703,0.215885387,1.088005072,1.220336463,63.53623817,3.45208363,2015.75,3,2,1,1645,SFR,0,1960,0,0,0,3485,63358.25,18,67.29,57.3,3,3.54,1.2,0.840546825,160712
CUMBERLAND,ENOLA,17025,2220 Millennium Way,PA,3125,40.288781,-76.972419,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,3,2,1,2000,NA,0,1960,0,0,0,4666.655148,65498.5,18,67.53,60.1,3.86,3.55,1,0.840546825,158051
CUMBERLAND,NEWVILLE,17241,25 CARLISLE RD,PA,850,40.177137,-77.391412,0.374697636,0.048331283,9.958777339,6.326464564,9.741983788,8.817029364,0.525881971,7.962703707,10.40221535,87.2400515,6.206747489,2015.5,3,1,1,1120,SFR,1,1960,0,0,0,2872.730796,54374,11,47.25,55.9,3.86,3.57,1.6,0,109333
CUMBERLAND,CARLISLE,17013,451 Fletcher Rd,PA,1932,40.20749,-77.1733,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,4,2,1,2521,Condo,0,1960,0,0,0,3677.749241,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,MECHANICSBURG,17055,409 W Main St,PA,795,40.210844,-77.01567,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,950,NA,0,1960,0,0,1,4315.225776,61883.05,25,70.77,62.5,3.86,3.62,1.2,1.207152252,158051
CUMBERLAND,LEMOYNE,17043,714 HUMMEL AVE,PA,845,40.240896,-76.896787,1.110518999,0.19114787,0.179975897,1.605699122,1.853733404,1.572146756,0.639502943,0.667799899,0.337015224,60.92969362,0.395854097,2015.75,2,2,1,750,Condo,0,1960,0,0,0,2614,44314.78,19,66.63,60.2,3,3.44,4.4,0.840546825,136932
CUMBERLAND,ENOLA,17025,902 VALLEY ST,PA,1700,40.301705,-76.946892,2.565913922,0.431253888,1.034977823,4.400968726,5.500622456,3.562432809,0.231279224,1.146474399,0.78035452,63.57277284,3.372444378,2015.5,3,2,1,1548,SFR,0,1960,0,0,0,2872.730796,47684.18,8,59.52,42.4,3,3.47,2.25,0.840546825,162680
CUMBERLAND,CAMP HILL,17011,117 N 17TH ST,PA,1295,40.24203,-76.91379,0.937219295,0.137947624,0.416463976,1.128551653,1.358331721,0.919472069,0.297321283,0.180689427,0.360229673,61.82340959,0.389776957,2015.25,3,1,1,1268,SFR,0,1960,0,0,0,6970,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,181903
CUMBERLAND,MECHANICSBURG,17050,6368 GALLEON DR,PA,1445,40.250692,-77.002758,0.803553003,0.302356231,1.337217243,0.379539847,1.175946893,4.263879053,0.085231932,0.391473022,1.215500055,66.49772634,4.356084077,2015.5,3,2,1,2112,SFR,1,1960,0,0,1,755.9817884,82165.24,35,80.32,67.1,3,3.52,0.42,0.840546825,200608
CUMBERLAND,ENOLA,17025,20 WOODMYRE LN,PA,1200,40.304297,-76.942084,2.360527141,0.381984106,0.86223987,4.215675773,5.627308716,3.6480655,0.193793399,0.870427753,1.000234977,63.32584583,3.176979509,2015.75,2,1,1,1246,Condo,0,2002,0,1,0,3049,63358.25,18,67.29,57.3,3,3.54,1.2,0.840546825,154823
CUMBERLAND,CARLISLE,17013,249 W WILLOW ST,PA,925,40.195601,-77.196154,1.018830293,0.310498243,0.56604816,1.749392227,0.388032119,1.715503387,0.06922311,0.225814258,0.428576501,76.86719956,0.551231018,2015.75,3,1,1,1024,SFR,1,1960,0,0,0,1742,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,110972
CUMBERLAND,CARLISLE,17015,2218 RITNER HWY,PA,1200,40.179503,-77.265847,2.799616774,0.016690257,3.562356048,1.94191226,3.783374193,2.195563305,1.319223274,1.513601958,3.801911863,80.61963476,1.66857319,2015.25,2,2,1,1440,SFR,1,1960,0,1,0,2872.730796,70680.25,20,66.21,58.9,3.86,3.62,0.39,0.581093651,134290
CUMBERLAND,BOILING SPRINGS,17007,"1375,Swope Dr,",PA,1200,40.13027,-77.084889,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1200,SFR,1,1960,0,0,0,2553.992528,73113.97,27,69.81,60.8,3.86,3.53,0.55,0.840546825,158051
CUMBERLAND,CARLISLE,17013,134 S BEDFORD ST,PA,800,40.198851,-77.187258,0.531717374,0.131768966,0.785962712,1.377810852,0.750167889,2.235245186,0.207700861,0.303448921,0.120103118,76.38335059,0.226527788,2015.25,1,1,1,700,Condo,0,1860,0,0,0,1307,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,112499
CUMBERLAND,CAMP HILL,17011,3020 MARKET ST,PA,825,40.240349,-76.93217,1.104480505,0.02397229,0.7101176,0.177405213,1.2060601,1.071232075,0.07639486,0.398726686,0.146866235,62.7960688,0.586801018,2015.5,2,1,1,1000,SFR,0,1960,0,0,1,12632,67032.49,37,78.1,64.6,3,3.62,1.5,0.840546825,322255
CUMBERLAND,CARLISLE,17013,308 S SPRING GARDEN ST,PA,900,40.195878,-77.182212,0.316749044,0.328472928,1.111712666,1.050569289,0.810324369,2.39296738,0.259802539,0.434630166,0.40324361,76.13186524,0.552592201,2015.25,3,1,1,1100,Condo,0,1960,0,0,0,7405,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,132395
CUMBERLAND,MECHANICSBURG,17050,"400,Independence Ct,",PA,1495,40.268515,-77.035032,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1432,Condo,1,1960,0,0,1,1107.41116,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,ENOLA,17025,55 CROOKED DR,PA,1195,40.308028,-76.946608,2.132575764,0.040904901,1.177609318,4.500122001,5.841040922,3.966917114,0.220356061,1.125002284,1.217482343,63.57395248,3.487109476,2015.25,2,2,1,1148,SFR,0,1960,0,0,0,2178,63358.25,18,67.29,57.3,3,3.54,1.2,0.840546825,145462
CUMBERLAND,CAMP HILL,17011,"2921,Dickinson Ave,Camp Hill",PA,995,40.2352,-76.9291,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1006,SFR,0,1960,0,0,0,2451.832827,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CAMP HILL,17011,"8,Fargreen Rd,",PA,950,40.246518,-76.937161,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1190,Condo,1,1960,0,1,0,2410.968947,63501.03,28,74.85,66.5,3.86,3.61,1.28,0.3,158051
CUMBERLAND,CARLISLE,17013,"313,N Hanover St,Carlisle",PA,850,40.205493,-77.188139,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1500,Condo,0,1960,0,0,0,1748.974083,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,MECHANICSBURG,17050,116 WILLOW MILL PARK RD,PA,795,40.259969,-77.044455,2.433580559,0.253020591,2.638601586,1.9522691,1.283868993,6.471106869,0.711908669,2.014282108,1.363134755,68.68535032,6.155159133,2015.5,1,1,1,969,SFR,0,1960,0,0,0,6970,77100.06,28,75.25,68.1,3,3.52,0.68,0.840546825,107856
CUMBERLAND,CARLISLE,17013,102 N Bedford St,PA,685,40.202895,-77.186498,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,550,NA,0,1960,0,0,1,2748.09596,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,ENOLA,17025,5825 ASPEN LN,PA,2350,40.291626,-76.998689,2.713820548,0.846041748,3.647040602,2.944440211,3.305666717,4.81512342,0.855166162,0.726392332,1.358675478,66.28240187,5.37326628,2015.25,5,3,1,3420,SFR,0,2003,0,0,0,10890,82165.24,35,80.32,67.1,3,3.52,0.42,0.840546825,304989
CUMBERLAND,MECHANICSBURG,17050,this property Cumberland County,PA,2050,40.252678,-76.999855,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,3,2,1,2072,Condo,1,2008,0,1,0,4903.665654,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,ENOLA,17025,902 VALLEY ST,PA,1215,40.301705,-76.946892,2.565913922,0.431253888,1.034977823,4.400968726,5.500622456,3.562432809,0.231279224,1.146474399,0.78035452,63.57277284,3.372444378,2015.5,2,1,1,990,SFR,0,1960,0,0,0,2872.730796,47684.18,8,59.52,42.4,3,3.47,2.25,0.840546825,162680
CUMBERLAND,MECHANICSBURG,17050,NA,PA,1200,39.916778,-75.387693,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,2,1,1000,NA,0,1960,0,0,0,2370.105066,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,MECHANICSBURG,17050,411 Mercury Dr Cumberland County,PA,1795,40.25154,-77.00323,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,3,2,1,2069,SFR,1,1960,0,0,0,1434.322204,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,CARLISLE,17013,731 N PITT ST,PA,1790,40.211064,-77.189936,0.524984882,0.12979357,0.823502106,1.932319541,1.484263264,2.636311495,0.519728524,0.555718208,0.649254569,76.47200275,0.530589167,2015.5,6,2,1,2548,Duplex,0,1960,0,0,0,2178,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,68534
CUMBERLAND,MECHANICSBURG,17055,601 ALLENVIEW DR,PA,995,40.180596,-76.966957,1.38012643,0.93942944,2.802573748,3.377681431,3.756915257,5.584573683,0.112828718,1.21837071,1.180157,64.89676395,0.921269357,2016.25,2,1,1,1188,Condo,0,1960,0,0,1,871,67822.07,26,74.29,60.1,3,3.58,0.5,0.840546825,115443
CUMBERLAND,MECHANICSBURG,17050,14 LENOX CT,PA,1500,40.240077,-77.070953,3.378531872,0.300915992,1.144553322,3.291497759,2.444132792,7.912049834,2.113865761,0.520046757,2.455474026,70.11248417,4.19558862,2015.5,3,2,1,1777,SFR,0,1960,0,0,1,3485,77100.06,28,75.25,68.1,3,3.52,0.68,0.840546825,187599
CUMBERLAND,CARLISLE,17013,163 C West Point Dr,PA,955,40.215507,-77.167639,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,3,2,1,1242,NA,0,1960,0,0,0,2451.832827,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,158051
CUMBERLAND,MECHANICSBURG,17050,"204,Georgetown Rd,",PA,1455,40.266592,-77.032871,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1377,Condo,1,1960,0,0,0,2553.992528,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
CUMBERLAND,CAMP HILL,17011,1137 COUNTRY CLUB RD,PA,2000,40.275709,-76.947019,1.867539643,1.053021551,1.122201563,2.638637388,3.770542336,2.009406106,0.621655782,1.40531016,1.016734683,63.54466066,2.748237463,2015.25,3,3,1,3000,Condo,1,1960,0,0,0,15682,63358.25,18,67.29,57.3,3,3.54,1.2,0.840546825,303151
CUMBERLAND,CARLISLE,17013,155 E HIGH ST,PA,1300,40.201571,-77.185063,0.469244899,0.045670038,0.856652234,1.373850674,0.97055594,2.428555737,0.227121056,0.227121056,0.276112162,76.2552802,0.212528603,2015.75,4,2,1,1852,Condo,1,1960,0,0,0,5227,54842.02,20,61.74,60.9,3.86,3.56,2.28,3.418906349,186628
CUMBERLAND,MECHANICSBURG,17050,63 HOKE FARM WAY,PA,2750,40.23753,-77.013802,0.388648181,0.594135881,1.245136084,0.877673415,0.934298654,4.969749227,0.663274555,0.690547523,0.878483428,67.10571844,4.444113961,2016.25,4,2,1,3092,SFR,1,2014,0,0,0,5663,77100.06,28,75.25,68.1,3,3.52,0.68,0.840546825,372421
CUMBERLAND,SHIPPENSBURG,17257,17 S QUEEN ST,PA,1800,40.05423,-77.51209,0.933701707,0.04881819,0.404642226,0.580738366,0.945192899,10.92176161,0.11295282,1.820647219,0.570516388,93.98629586,10.96242986,2016.25,6,2,1,2520,Duplex,0,1960,0,0,0,1307,46560.84,10,56.17,51.7,3.86,3.52,2.96,1.3,68706
CUMBERLAND,CARLISLE,17015,"131,Appalachian Dr,",PA,1500,40.229272,-77.104155,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,4,2,1,2900,SFR,1,1960,0,0,0,1021.597011,70680.25,20,66.21,58.9,3.86,3.62,0.39,0.581093651,158051
CUMBERLAND,MECHANICSBURG,17050,"244,Constitutional Ct,",PA,1495,40.267379,-77.033288,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1432,Condo,1,1960,0,0,0,8368.922717,82021.84,33,79.06,70.4,3.86,3.5,0.63,0.392847748,158051
